timestamp,tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,distance,path_loss_db,fspl_db,reflection_loss_db,shadowing_db,fading_db,frequency,velocity_ms,hour,hour_sin,hour_cos,path_loss_ma_5,velocity_ma_5,path_loss_ma_10,velocity_ma_10,path_loss_ma_20,velocity_ma_20,path_loss_diff,distance_diff,is_los,is_mobile
0.15,0,0,1.5,29.986501012469628,0.8998650060748699,1.6541042649846323,30.000397,76.339386,69.596756,10.066763,-0.68998444,-2.6341538,2400000000.0,5.999999000000034,4.1666666666666665e-05,1.0908307824748226e-05,0.9999999999405044,81.3414077758789,5.999999000000047,77.72952308654786,5.999999000000049,78.1525251865387,5.624999062500047,-12.880669,0.00031471252,0,1
0.16,0,0,1.5,29.98464131067526,0.9598361683884036,1.6239904219911327,30.000256,78.11465,69.59671,10.065151,-2.9084349,1.3612137,2400000000.0,5.999999000000063,4.4444444444444447e-05,1.1635528346366318e-05,0.9999999999323073,80.67457427978516,5.9999990000000505,76.72115058898926,5.9999990000000505,78.15029705272002,5.647057882352989,1.7752609,-0.0001411438,0,1
0.17,0,0,1.5,29.982661670355636,1.0198034913585436,1.534011345019193,30.00002,83.73576,69.59665,10.062075,5.3368278,-1.259789,2400000000.0,5.999999000000062,4.722222222222223e-05,1.2362748867978253e-05,0.9999999999235812,82.04671783447266,5.999999000000054,78.74669647216797,5.999999000000052,78.4606007470025,5.6666657222222705,5.6211166,-0.00023651123,0,1
0.18,0,0,1.5,29.980562099429303,1.0797667351160773,1.4111380401324976,30.000132,78.68159,69.59668,10.058136,0.2728217,-1.2460482,2400000000.0,5.999999000000006,4.9999999999999996e-05,1.308996938958365e-05,0.9999999999143263,81.21828765869141,5.999999000000044,79.95788269042968,5.999999000000047,78.47223161396228,5.6842095789474145,-5.0541763,0.00011253357,0,1
0.19,0,0,1.5,29.978342606294547,1.1397256598081111,1.5510912248613409,30.000042,80.96207,69.59665,10.060786,0.49700892,0.80762637,2400000000.0,5.999999000000091,5.277777777777778e-05,1.3817189911182124e-05,0.9999999999045426,79.56669006347656,5.9999990000000505,81.14694442749024,5.999999000000053,78.59672336578369,5.699999050000049,2.2804794,-8.9645386e-05,0,1
0.2,0,0,1.5,29.976003199829336,1.199680025599025,1.5421197060714973,30.000029,90.240875,69.59665,10.059723,11.227272,-0.64276505,2400000000.0,5.999999000000059,5.555555555555556e-05,1.4544410432773293e-05,0.99999999989423,82.34698791503907,5.999999000000057,81.84419784545898,5.999999000000051,78.95557918548585,5.999999000000051,9.278809,-1.335144e-05,0,1
0.21,0,0,1.5,29.973543889391298,1.2596295926714358,1.486345441163406,30.000002,69.74827,69.596634,10.057511,-6.771367,-3.134512,2400000000.0,5.999999000000023,5.833333333333333e-05,1.527163095435677e-05,0.9999999998833886,80.67371215820313,5.999999000000048,80.67414321899415,5.99999900000005,77.92604541778564,5.9999990000000505,-20.492607,-2.670288e-05,0,1
0.22,0,0,1.5,29.970964684817666,1.3195741212271557,1.465716039383072,30.00002,82.11018,69.59665,10.056175,-0.5453485,3.0027087,2400000000.0,5.999999000000047,6.111111111111111e-05,1.599885147593217e-05,0.9999999998720184,80.34859619140624,5.999999000000045,81.19765701293946,5.9999990000000505,78.01322917938232,5.99999900000005,12.361916,1.7166138e-05,0,1
0.23,0,0,1.5,29.968265596425255,1.37951337148815,1.3721892541991967,30.000273,84.51332,69.596725,10.053007,5.209694,-0.34611106,2400000000.0,5.99999900000005,6.38888888888889e-05,1.672607199749911e-05,0.9999999998601192,81.5149429321289,5.999999000000054,81.36661529541016,5.999999000000049,78.70558528900146,5.9999990000000505,2.4031372,0.00025367737,0,1
0.24,0,0,1.5,29.965446635010412,1.4394471036974978,1.5038859099504414,30.0,80.72421,69.596634,10.055508,1.2392159,-0.16714734,2400000000.0,5.999999000000073,6.666666666666667e-05,1.7453292519057202e-05,0.9999999998476913,81.46737213134766,5.9999990000000505,80.51703109741212,5.9999990000000505,78.98409252166748,5.999999000000051,-3.7891083,-0.00027275085,0,1
0.25,0,0,1.5,29.962507811848987,1.4993750781203499,1.5227089636881153,30.000008,73.51159,69.596634,10.055177,-3.847431,-2.2927868,2400000000.0,5.999999000000032,6.944444444444444e-05,1.818051304060606e-05,0.9999999998347344,78.12151489257812,5.999999000000045,80.2342514038086,5.9999990000000505,78.98188724517823,5.9999990000000505,-7.2126236,7.6293945e-06,0,1
0.26,0,0,1.5,29.959449138696264,1.5592970550448888,1.5269635834028943,30.000011,95.99638,69.59665,10.054496,13.12254,3.2226934,2400000000.0,5.9999990000000505,7.222222222222222e-05,1.8907733562145307e-05,0.9999999998212488,83.37113800048829,5.9999990000000505,82.02242507934571,5.99999900000005,79.37178783416748,5.9999990000000505,22.484795,3.8146973e-06,0,1
0.27,0,0,1.5,29.95627062778693,1.6192127947832868,1.4457996247399187,30.000048,81.2996,69.59665,10.051712,0.7512667,0.899971,2400000000.0,5.99999900000008,7.500000000000001e-05,1.963495408367456e-05,0.9999999998072343,83.20902099609376,5.999999000000057,81.77880859375,5.9999990000000505,80.26275253295898,5.9999990000000505,-14.696785,3.6239624e-05,0,1
0.28,0,0,1.5,29.95297229183503,1.6791220576726644,1.6123235202634603,30.00021,85.30125,69.596695,10.055023,5.506514,0.14301577,2400000000.0,5.999999000000043,7.777777777777778e-05,2.036217460519342e-05,0.9999999997926909,83.36660614013672,5.999999000000055,82.4407745361328,5.999999000000055,81.19932861328125,5.9999990000000505,4.001648,0.00016212463,0,1
0.29,0,0,1.5,29.949554144033897,1.7390246040760498,1.5417200444440726,30.00003,70.96899,69.59665,10.052552,-10.625247,1.9450314,2400000000.0,5.999999000000029,8.055555555555556e-05,2.108939512670152e-05,0.9999999997776187,81.41556091308594,5.999999000000047,81.4414665222168,5.999999000000048,81.29420547485351,5.9999990000000505,-14.33226,-0.00017929077,0,1
0.3,0,0,1.5,29.946016198056125,1.798920194383338,1.543744535012301,30.000032,71.39242,69.59665,10.051852,-6.181488,-2.0745955,2400000000.0,5.999999000000042,8.333333333333333e-05,2.181661564819846e-05,0.9999999997620176,80.99172668457031,5.999999000000049,79.55662078857422,5.999999000000047,80.70040931701661,5.999999000000049,0.4234314,1.9073486e-06,0,1
0.31,0,0,1.5,29.942358468053488,1.858808589012247,1.638546034251853,30.000319,78.236336,69.596725,10.053394,-5.749364,4.3355823,2400000000.0,5.999999000000025,8.61111111111111e-05,2.254383616968387e-05,0.9999999997458877,77.43971710205078,5.999999000000043,80.40542755126953,5.999999000000047,80.53978538513184,5.999999000000049,6.843918,0.0002861023,0,1
0.32,0,0,1.5,29.9385809686569,1.9186895484092785,1.4212220596310083,30.000105,87.25715,69.596664,10.047365,5.1506524,2.4624672,2400000000.0,5.999999000000048,8.888888888888889e-05,2.327105669115735e-05,0.9999999997292289,78.6312271118164,5.999999000000037,80.92012405395508,5.999999000000047,81.05889053344727,5.999999000000049,9.020813,-0.00021362305,0,1
0.33,0,0,1.5,29.93468371497635,1.9785628330506748,1.5849214075795302,30.00012,80.622375,69.59668,10.050653,-2.5189738,3.4940162,2400000000.0,5.999999000000094,9.166666666666667e-05,2.3998277212618528e-05,0.9999999997120413,77.69545288085938,5.999999000000048,80.53102951049804,5.999999000000051,80.94882240295411,5.9999990000000505,-6.6347733,1.5258789e-05,0,1
0.34,0,0,1.5,29.93066672260086,2.038428203443377,1.6454879211909545,30.000353,74.71662,69.59674,10.051386,-5.263818,0.3323144,2400000000.0,5.999999000000052,9.444444444444446e-05,2.4725497734067013e-05,0.9999999996943248,78.44497985839844,5.999999000000052,79.93027038574219,5.99999900000005,80.22365074157715,5.9999990000000505,-5.905754,0.00023269653,0,1
0.35000000000000003,0,0,1.5,29.926530007598387,2.098285420125983,1.5674619221910693,30.000078,67.99558,69.596664,10.048816,-9.461735,-2.18816,2400000000.0,5.999999000000046,9.722222222222223e-05,2.5452718255502424e-05,0.9999999996760796,77.76561279296875,5.999999000000053,79.37866973876953,5.9999990000000505,79.80646057128907,5.9999990000000505,-6.721039,-0.0002746582,0,1
0.36,0,0,1.5,29.922273586515786,2.158134243669706,1.4347948979389797,30.00007,72.9607,69.596664,10.044883,-5.7499094,-0.93093985,2400000000.0,5.999999000000018,9.999999999999999e-05,2.6179938776924366e-05,0.9999999996573053,76.71048583984376,5.999999000000051,77.07510147094726,5.999999000000048,79.54876327514648,5.999999000000049,4.9651184,-7.6293945e-06,0,1
0.37,0,0,1.5,29.917897476378734,2.217974434679332,1.4108610533526758,30.000134,81.40487,69.59668,10.043607,4.10852,-2.3439398,2400000000.0,5.999999000000007,0.00010277777777777778,2.690715929833247e-05,0.9999999996380023,75.54002990722657,5.999999000000043,77.08562850952148,5.99999900000004,79.43221855163574,5.999999000000046,8.444168,6.2942505e-05,0,1
0.38,0,0,1.5,29.913401694691665,2.2778057537941776,1.473733089798268,30.000011,70.37614,69.59665,10.044484,-2.7277336,-6.537267,2400000000.0,5.999999000000149,0.00010555555555555555,2.7634379819726343e-05,0.9999999996181705,73.49078216552735,5.999999000000054,75.59311752319336,5.9999990000000505,79.01694602966309,5.999999000000052,-11.028732,-0.00012207031,0,1
0.39,0,0,1.5,29.908786259437704,2.3376279616890443,1.6782351431664806,30.000528,76.11244,69.59679,10.048718,3.6026819,-7.135744,2400000000.0,5.999999000000042,0.00010833333333333334,2.8361600341105602e-05,0.9999999995978098,73.7699462890625,5.999999000000052,76.10746307373047,5.999999000000051,78.77446479797364,5.9999990000000505,5.736305,0.0005168915,0,1
0.4,0,0,1.5,29.904051189078583,2.3974408190751815,1.54914148996048,30.00004,87.38302,69.59665,10.044994,10.579265,-2.8378944,2400000000.0,5.999999000000095,0.00011111111111111112,2.9088820862469865e-05,0.9999999995769202,77.64743347167969,5.999999000000062,77.70652313232422,5.999999000000058,78.63157196044922,5.999999000000052,11.2705765,-0.00048828125,0,1
0.41000000000000003,0,0,1.5,29.899196502554577,2.457244086701238,1.5386257923103663,30.000025,92.089066,69.59665,10.044093,12.777643,-0.32932097,2400000000.0,5.999998999999996,0.00011388888888888889,2.981604138381874e-05,0.9999999995555018,81.47310638427734,5.999999000000058,79.09179611206055,5.999999000000055,79.74861183166504,5.9999990000000505,4.706047,-1.5258789e-05,0,1
0.42,0,0,1.5,29.894222219284426,2.5170375253542243,1.3673557915335337,30.000294,75.42407,69.596725,10.039255,-4.2438993,0.03199377,2400000000.0,5.999999000000041,0.00011666666666666667,3.0543261905151845e-05,0.9999999995335546,80.27694702148438,5.999999000000065,77.90848846435547,5.999999000000054,79.41430625915527,5.9999990000000505,-16.664993,0.00026893616,0,1
0.43,0,0,1.5,29.88912835916526,2.576820895860466,1.4968592931230367,30.0,82.142006,69.596634,10.041816,0.3828435,2.1207094,2400000000.0,5.999999000000086,0.00011944444444444444,3.12704824264688e-05,0.9999999995110784,82.63012084960937,5.999999000000051,78.06045150756836,5.999999000000054,79.29574050903321,5.999999000000052,6.7179337,-0.0002937317,0,1
0.44,0,0,1.5,29.883914942572506,2.6365939590865595,1.6058448576892892,30.000187,87.55105,69.596695,10.04381,6.9793725,0.9311724,2400000000.0,5.999999000000054,0.00012222222222222221,3.199770294776922e-05,0.9999999994880735,84.91784210205078,5.999999000000054,79.34389419555664,5.999999000000054,79.63708229064942,5.9999990000000505,5.4090424,0.00018692017,0,1
0.45,0,0,1.5,29.878581990359827,2.696356475940332,1.408190021329102,30.000141,86.35898,69.59668,10.03842,9.213687,-2.489806,2400000000.0,5.999999000000036,0.000125,3.272492346905272e-05,0.9999999994645397,84.7130340576172,5.9999990000000425,81.18023376464843,5.999999000000053,80.27945175170899,5.999999000000051,-1.19207,-4.5776367e-05,0,1
0.46,0,0,1.5,29.873129523859024,2.7561082073717955,1.6279064390226072,30.00027,90.67181,69.596725,10.043115,9.280107,1.7518632,2400000000.0,5.999999000000035,0.0001277777777777778,3.3452143990318906e-05,0.999999999440477,84.42958221435546,5.9999990000000505,82.9513442993164,5.999999000000054,80.01322288513184,5.9999990000000505,4.312828,0.0001296997,0,1
0.47000000000000003,0,0,1.5,29.86755756487996,2.8158489143741052,1.3388868082885685,30.000433,80.68112,69.59677,10.035514,1.5753138,-0.5264757,2400000000.0,5.999999000000082,0.00013055555555555555,3.41793645115674e-05,0.9999999994158855,85.48099212646484,5.9999990000000585,82.87896957397462,5.999999000000061,79.98229904174805,5.9999990000000505,-9.9906845,0.00016212463,0,1
0.48,0,0,1.5,29.861866135710457,2.875578357984511,1.5058343692037945,30.0,58.936867,69.596634,10.039031,-14.964131,-5.7346683,2400000000.0,5.999998999999993,0.00013333333333333334,3.490658503279782e-05,0.9999999993907651,80.8399642944336,5.99999900000004,81.73504257202148,5.999999000000046,78.66408004760743,5.999999000000049,-21.744255,-0.00043296814,0,1
0.49,0,0,1.5,29.85605525911623,2.9352962992853198,1.391704808212384,30.000195,85.94316,69.596695,10.035675,3.7685683,2.5422199,2400000000.0,5.9999990000000905,0.0001361111111111111,3.563380555400978e-05,0.999999999365116,80.51838684082031,5.999999000000047,82.71811447143554,5.9999990000000505,79.41278877258301,5.999999000000051,27.006294,0.00019454956,0,1
0.5,0,0,1.5,29.850124958340775,2.9950024994048445,1.3478094292128455,30.000385,83.287865,69.596756,10.034028,4.302315,-0.6452369,2400000000.0,5.999998999999987,0.0001388888888888889,3.6361026075202896e-05,0.9999999993389379,79.90416412353515,5.999999000000038,82.30859909057617,5.99999900000004,80.0075611114502,5.999999000000049,-2.6552963,0.00019073486,0,1
0.51,0,0,1.5,29.84407525710528,3.054696719518365,1.568392653400231,30.00008,80.15228,69.596664,10.038836,-2.0902555,2.6070385,2400000000.0,5.999999000000073,0.00014166666666666668,3.708824659637679e-05,0.9999999993122309,77.80025939941406,5.999999000000044,81.11492080688477,5.999999000000048,80.10335845947266,5.9999990000000505,-3.135582,-0.00030517578,0,1
0.52,0,0,1.5,29.837906179608556,3.114378720849081,1.3860524930896443,30.000216,97.37549,69.596695,10.03388,22.555143,-4.8102303,2400000000.0,5.999999000000074,0.00014444444444444444,3.781546711753105e-05,0.9999999992849953,81.13913269042969,5.999999000000043,83.31006240844727,5.9999990000000505,80.60927543640136,5.999999000000052,17.223206,0.00013542175,0,1
0.53,0,0,1.5,29.831617750526895,3.174048264669066,1.5574293058174906,30.000055,90.97136,69.596664,10.037493,7.1859083,4.1512947,2400000000.0,5.999999000000071,0.00014722222222222223,3.854268763866534e-05,0.9999999992572306,87.54603118896485,5.999999000000059,84.19299774169922,5.99999900000005,81.1267246246338,5.999999000000051,-6.404129,-0.00016021729,0,1
0.54,0,0,1.5,29.825209995014006,3.2337051123002243,1.5729595366833606,30.00009,80.936554,69.596664,10.0373335,-2.42651,3.7290711,2400000000.0,5.999999000000059,0.00015000000000000001,3.926990815977923e-05,0.9999999992289371,86.54470977783203,5.999999000000052,83.53154830932617,5.9999990000000505,81.4377212524414,5.999999000000051,-10.034805,3.4332275e-05,0,1
0.55,0,0,1.5,29.818682938700903,3.2933490251152446,1.5354573631783266,30.000021,89.40146,69.59665,10.035925,7.0887628,2.6801202,2400000000.0,5.999999000000063,0.0001527777777777778,3.999712868087236e-05,0.9999999992001148,87.76742858886719,5.999999000000068,83.83579635620117,5.999999000000052,82.50801506042481,5.999999000000052,8.464905,-6.866455e-05,0,1
0.56,0,0,1.5,29.81203660769581,3.352979764538556,1.4430994596814541,30.000053,72.97775,69.596664,10.033196,-5.5534215,-1.0986848,2400000000.0,5.9999990000000185,0.00015555555555555556,4.0724349201944316e-05,0.9999999991707637,86.33252258300782,5.999999000000058,82.06639099121094,5.9999990000000505,82.50886764526368,5.999999000000052,-16.423706,3.2424927e-05,0,1
0.5700000000000001,0,0,1.5,29.805271028584027,3.4125970920472795,1.607217857901914,30.00019,92.24448,69.596695,10.0366125,12.110612,0.5005538,2400000000.0,5.99999900000007,0.00015833333333333335,4.1451569722994754e-05,0.9999999991408837,85.30632019042969,5.999999000000057,83.22272644042968,5.9999990000000505,83.05084800720215,5.999999000000056,19.266724,0.0001373291,0,1
0.58,0,0,1.5,29.798386228427876,3.4722007691721846,1.5830278668158755,30.000114,76.460365,69.596664,10.035553,-1.1212485,-2.0506012,2400000000.0,5.999998999999972,0.0001611111111111111,4.217879024402326e-05,0.9999999991104749,82.40412139892578,5.999999000000036,84.9750762939453,5.999999000000048,83.3550594329834,5.999999000000047,-15.784111,-7.6293945e-05,0,1
0.59,0,0,1.5,29.79138223476654,3.5317905574986432,1.514730324087244,30.000004,77.234955,69.596634,10.033454,-4.2137194,1.818588,2400000000.0,5.999999000000065,0.00016388888888888887,4.2906010765029465e-05,0.9999999990795371,81.66380157470704,5.999999000000037,84.10425567626953,5.999999000000045,83.41118507385254,5.999999000000048,0.77458954,-0.00011062622,0,1
0.6,0,0,1.5,29.78425907561599,3.5913662186675808,1.6145507995978687,30.00022,74.233376,69.596695,10.035337,-7.82382,2.4251616,2400000000.0,5.999999000000041,0.00016666666666666666,4.363323128601298e-05,0.9999999990480706,78.63018493652343,5.999999000000033,83.19880676269531,5.9999990000000505,82.75370292663574,5.999999000000045,-3.0015793,0.0002155304,0,1
0.61,0,0,1.5,29.777016779468845,3.650927514376432,1.396838039748591,30.000177,66.06653,69.596695,10.029679,-11.80905,-1.7507937,2400000000.0,5.999999000000038,0.00016944444444444445,4.436045180697342e-05,0.9999999990160752,77.24794006347656,5.999999000000037,81.79023132324218,5.999999000000047,81.45257606506348,5.999999000000047,-8.166847,-4.196167e-05,0,1
0.62,0,0,1.5,29.769655375294285,3.710474206380094,1.5624758145112032,30.000065,81.40575,69.596664,10.0332,3.7519834,-1.9761016,2400000000.0,5.999999000000097,0.0001722222222222222,4.50876723279104e-05,0.9999999989835509,75.08019409179687,5.9999990000000425,80.19325714111328,5.99999900000005,81.75165977478028,5.9999990000000505,15.339218,-0.00011253357,0,1
0.63,0,0,1.5,29.76217489253792,3.7700060564918774,1.4833044387136844,30.000006,76.984825,69.596634,10.030878,0.40891355,-3.0516007,2400000000.0,5.999999000000003,0.000175,4.581489284882354e-05,0.9999999989504978,75.18508605957031,5.999999000000048,78.79460372924805,5.9999990000000425,81.49380073547363,5.999999000000046,-4.4209213,-5.9127808e-05,0,1
0.64,0,0,1.5,29.754575361121667,3.829522826584462,1.7750206597142195,30.00126,77.31857,69.597,10.0372095,-0.56505615,-1.7505782,2400000000.0,5.9999990000000984,0.00017777777777777779,4.654211336971245e-05,0.9999999989169158,75.20180969238281,5.999999000000055,78.43280563354492,5.999999000000047,80.98217697143555,5.999999000000049,0.33374786,0.0012550354,0,1
0.65,0,0,1.5,29.746856811443642,3.8890242785908455,1.6173762929991273,30.00023,62.24047,69.59671,10.033181,-15.500266,-1.889156,2400000000.0,5.999998999999989,0.00018055555555555557,4.7269333890576745e-05,0.999999998882805,72.80322875976563,5.999999000000045,75.71670684814453,5.99999900000004,79.77625160217285,5.999999000000046,-15.078102,-0.0010299683,0,1
0.66,0,0,1.5,29.739019274378034,3.9485101745053006,1.5945039105033942,30.000149,87.40048,69.59668,10.03223,0.8612658,6.9103103,2400000000.0,5.999999000000056,0.00018333333333333334,4.799655441141603e-05,0.9999999988481654,77.07001953125,5.999999000000049,77.15897979736329,5.999999000000043,79.61268539428711,5.999999000000047,25.160011,-8.201599e-05,0,1
0.67,0,0,1.5,29.73106278127498,4.007980276384322,1.5461425953867933,30.000034,73.06092,69.59665,10.030689,-10.8257,4.259286,2400000000.0,5.9999990000000825,0.00018611111111111112,4.8723774932229945e-05,0.9999999988129968,75.40105438232422,5.999999000000046,75.24062423706054,5.999999000000044,79.23167533874512,5.999999000000047,-14.339561,-0.00011444092,0,1
0.68,0,0,1.5,29.72298736396044,4.067434346347583,1.6247894119742199,30.00026,74.62009,69.59671,10.03213,-4.5703955,-0.43835747,2400000000.0,5.999999000000137,0.0001888888888888889,4.945099545301809e-05,0.9999999987772995,74.92810668945313,5.999999000000072,75.05659637451171,5.999999000000061,80.01583633422851,5.999999000000054,1.559166,0.00022506714,0,1
0.6900000000000001,0,0,1.5,29.714793054736077,4.126872146578881,1.3242214034569084,30.000513,70.33113,69.59679,10.024561,-5.7108502,-3.5793643,2400000000.0,5.999999000000041,0.00019166666666666667,5.017821597378008e-05,0.9999999987410734,73.5306182861328,5.999999000000061,74.36621398925782,5.9999990000000585,79.23523483276367,5.999999000000051,-4.2889557,0.00025367737,0,1
0.7000000000000001,0,0,1.5,29.706479886379114,4.186293439327095,1.5116718904831745,30.000002,64.76412,69.596634,10.028714,-14.118578,-0.7426483,2400000000.0,5.999999000000016,0.00019444444444444446,5.0905436494515535e-05,0.9999999987043182,74.03534851074218,5.9999990000000665,73.4192886352539,5.999999000000056,78.30904769897461,5.999999000000053,-5.567009,-0.00051116943,0,1
0.71,0,0,1.5,29.698047892142217,4.245697986907133,1.5025640519268126,30.0,74.07427,69.596634,10.02813,3.7874968,-9.337986,2400000000.0,5.99999899999997,0.00019722222222222222,5.1632657015224055e-05,0.9999999986670344,71.37010650634765,5.999999000000049,74.22006301879883,5.999999000000049,78.00514717102051,5.999999000000048,9.31015,-1.9073486e-06,0,1
0.72,0,0,1.5,29.689497105753347,4.305085551700885,1.4448847994645708,30.000051,75.73551,69.59665,10.026394,-8.70956,4.8220234,2400000000.0,5.999999000000094,0.00019999999999999998,5.235987753590529e-05,0.9999999986292216,71.90502471923828,5.999999000000051,73.65303955078124,5.999999000000049,76.92314834594727,5.99999900000005,1.6612396,5.1498413e-05,0,1
0.73,0,0,1.5,29.680827561415636,4.364455896158169,1.519329868803969,30.000006,71.94005,69.596634,10.027816,-6.887317,-0.7970892,2400000000.0,5.99999900000002,0.00020277777777777777,5.3087098056558826e-05,0.99999999859088,71.3690170288086,5.999999000000028,73.14856185913087,5.9999990000000505,75.97158279418946,5.999999000000047,-3.7954636,-4.5776367e-05,0,1
